chr	start	end	id	Meth_mESC	Meth_E11_5_CF	Meth_E11_5_FB	Meth_E11_5_HB	Meth_E11_5_HT	Meth_E11_5_LM	Meth_E11_5_MB	Meth_E11_5_NT	Meth_E11_5_LV	H3K4me1_mESC	H3K4me1_E11_5_CF	H3K4me1_E11_5_FB	H3K4me1_E11_5_HB	H3K4me1_E11_5_HT	H3K4me1_E11_5_LM	H3K4me1_E11_5_MB	H3K4me1_E11_5_NT	H3K4me1_E11_5_LV	H3K4me2_mESC	H3K4me2_E11_5_CF	H3K4me2_E11_5_FB	H3K4me2_E11_5_HB	H3K4me2_E11_5_HT	H3K4me2_E11_5_LM	H3K4me2_E11_5_MB	H3K4me2_E11_5_NT	H3K4me2_E11_5_LV	H3K4me3_mESC	H3K4me3_E11_5_CF	H3K4me3_E11_5_FB	H3K4me3_E11_5_HB	H3K4me3_E11_5_HT	H3K4me3_E11_5_LM	H3K4me3_E11_5_MB	H3K4me3_E11_5_NT	H3K4me3_E11_5_LV	H3K27ac_mESC	H3K27ac_E11_5_CF	H3K27ac_E11_5_FB	H3K27ac_E11_5_HB	H3K27ac_E11_5_HT	H3K27ac_E11_5_LM	H3K27ac_E11_5_MB	H3K27ac_E11_5_NT	H3K27ac_E11_5_LV	H3K27me3_mESC	H3K27me3_E11_5_CF	H3K27me3_E11_5_FB	H3K27me3_E11_5_HB	H3K27me3_E11_5_HT	H3K27me3_E11_5_LM	H3K27me3_E11_5_MB	H3K27me3_E11_5_NT	H3K27me3_E11_5_LV	H3K9ac_mESC	H3K9ac_E11_5_CF	H3K9ac_E11_5_FB	H3K9ac_E11_5_HB	H3K9ac_E11_5_HT	H3K9ac_E11_5_LM	H3K9ac_E11_5_MB	H3K9ac_E11_5_NT	H3K9ac_E11_5_LV
chr19	3205439	3206123	dmr_260754	0.174887	0.815756	0.8194889999999999	0.796759	0.722776	0.8507459999999999	0.8558950000000001	0.782941	0.750167	0.0615533	2.72247	1.20452	1.54904	-1.62168	-0.642777	0.7951779999999999	-1.1066200000000002	-2.02368	4.15825	1.5979299999999999	1.33051	1.2257	-1.1784299999999999	1.28335	-0.9757120000000001	-1.1917	-0.680491	2.25588	0.8689379999999999	-0.140498	2.55652	-2.0615	1.35909	0.305202	-0.927793	-1.12271	-1.8364	1.10942	0.0866025	0.874576	-0.815079	2.2189900000000002	0.721264	-1.0990799999999998	-2.46086	-0.552673	2.9979	1.25758	2.4315	-0.744362	1.20107	-0.610399	-0.79961	-0.274688	1.6638700000000002	1.8151700000000002	0.6014609999999999	-0.367746	-1.51911	1.1833200000000001	-0.00804084	-0.787486	-0.42728
chr19	3238024	3238332	dmr_260755	0.6	0.83	0.853211	0.844828	0.7278479999999999	0.848958	0.821256	0.854305	0.7391300000000001	-0.7177359999999999	-0.7950189999999999	-1.50346	-0.712627	-4.46743	-3.2116599999999997	-4.59949	-3.07484	-5.03341	-3.7355300000000002	1.72485	-3.6307199999999997	-0.655349	-1.20584	0.837398	-0.684503	-1.21391	-1.11401	1.7432	-2.68856	-0.254411	0.632659	-2.76684	-1.70523	-1.37478	-4.09736	-5.03341	-0.319662	1.23579	-1.79384	-2.41149	-2.26675	-0.0625672	-0.933941	-0.08042669999999999	-0.899802	3.8255800000000004	2.21781	-0.0638411	0.266492	-0.915101	-0.1364	-3.62815	-1.1231799999999998	-1.36499	4.014419999999999	-0.71725	-0.530321	-3.68831	-1.9283	-3.4474400000000003	-4.35805	-3.8436199999999996	-1.8015299999999999
chr19	3253854	3254155	dmr_260756	0.6106550000000001	0.665482	0.695368	0.644233	0.545613	0.691887	0.673707	0.673482	0.5798300000000001	-0.771727	-1.58643	-0.8558870000000001	-0.20697600000000002	-2.43038	0.945694	-0.128262	-2.20697	-3.8944300000000003	-2.81963	-1.96115	-3.22979	-2.19381	-2.28367	-0.32167399999999996	-1.37782	2.32575	-0.732073	-2.96115	1.19834	-0.943941	-0.3569	-0.586572	-1.1086	-2.80096	-2.20697	-3.94993	-0.184145	-1.96115	-0.264855	0.45399799999999996	-0.155605	-2.25453	-0.873275	0.8665200000000001	-2.13587	-0.723641	0.36691	0.194839	0.784359	-0.7684380000000001	0.321094	-1.51867	0.38042800000000004	-3.2783300000000004	-2.32598	1.4027100000000001	-1.0946799999999999	-0.223821	-0.569389	1.57797	0.23540500000000003	0.719278	-0.929442
chr19	3281936	3282250	dmr_260757	0.390741	0.726214	0.771046	0.798787	0.536876	0.7583850000000001	0.721742	0.712963	0.47409300000000004	1.42085	2.2844700000000002	1.62103	1.63444	2.3279400000000003	2.52735	2.95151	3.2084799999999998	2.1177599999999996	1.92481	4.26641	3.0267	3.0255	3.9078699999999995	3.97515	3.6802900000000003	4.29509	4.27194	2.60373	3.9138800000000002	2.6720200000000003	2.54592	3.03455	3.4151599999999998	3.0765599999999997	3.6556800000000003	3.7240800000000003	-0.05616419999999999	0.665764	-1.0236	-0.693102	0.6408590000000001	0.498331	-0.360688	0.778273	1.1068799999999999	-1.6953	1.06805	-0.783502	0.482971	-0.40799	0.40153	-0.7667609999999999	1.12429	-1.69449	2.23887	3.2414099999999997	1.4620600000000001	1.69997	2.0042	2.6533900000000004	2.10252	2.8422	2.54682
chr19	3293619	3294154	dmr_260758	0.852153	0.889407	0.902525	0.919106	0.843417	0.7229270000000001	0.9221809999999999	0.923241	0.8887440000000001	-4.24375	0.45773100000000005	0.051393600000000005	-0.113613	-1.03406	-0.44651199999999996	0.203853	-1.7432400000000001	0.08528839999999999	-4.799119999999999	0.573958	-0.573851	-2.5590900000000003	-0.615166	-1.66661	-0.597875	-1.70545	-0.10241099999999999	-5.2840300000000004	0.780105	0.663691	-0.94747	-0.7862520000000001	-1.18052	-0.199708	-0.7946439999999999	-1.47547	-0.292063	0.483626	0.292063	-0.385205	-0.8148890000000001	-0.860352	0.706387	-0.7380359999999999	0.20260999999999998	-2.00204	0.8736940000000001	-0.37556799999999996	0.24623	-0.184826	-0.155593	0.176464	-1.18792	-1.09578	-0.9015219999999999	0.835249	-0.122903	-0.145651	0.0437453	-1.02839	0.8480549999999999	-1.01247	0.44367799999999996
chr19	3304308	3304609	dmr_260759	0.845549	0.8066369999999999	0.8688239999999999	0.875342	0.7221569999999999	0.784357	0.798216	0.8645209999999999	0.685307	-3.3252300000000004	0.990426	-0.63994	1.48466	0.00820638	0.47813900000000004	0.7475430000000001	-0.374372	0.534818	-4.944369999999999	-0.5770850000000001	-1.09924	0.417958	0.11935899999999999	-0.8772969999999999	0.46045200000000003	-1.68375	-0.12343299999999999	-3.13767	-0.24059499999999998	-1.33695	0.643173	-0.07163989999999999	0.105643	0.597134	-1.27294	-0.0995112	-2.22211	-1.03745	-0.38974200000000003	0.141467	0.12018399999999999	-0.267935	-0.398104	-2.15362	-0.593357	-0.421062	0.091738	0.9053829999999999	0.6556649999999999	1.06484	-0.29130900000000004	0.13455799999999998	-0.8973690000000001	-0.135968	-2.2185099999999998	1.4090200000000002	1.00803	1.06608	0.477178	0.522948	1.06203	-0.559053	0.12668900000000002
chr19	3306161	3306491	dmr_260760	0.843209	0.817998	0.880548	0.8752030000000001	0.6138140000000001	0.716679	0.872782	0.8218280000000001	0.771698	-0.48398	1.54851	0.250247	1.4196799999999998	1.1961	0.861726	0.504513	0.391502	1.5371299999999999	-1.55882	1.39479	-1.75453	0.566619	0.78428	0.570347	-0.404806	1.07875	0.44980200000000004	-1.8586799999999999	1.6222299999999998	-0.706325	1.2437	-0.350646	0.477911	-0.7607109999999999	0.226248	-0.264405	-2.30856	1.10219	-1.31774	0.487088	0.27725500000000003	0.680886	0.33677199999999996	0.318796	0.9625870000000001	-1.9458099999999998	1.7994900000000003	0.311802	0.7715920000000001	0.667665	1.2123899999999999	1.31236	0.323885	1.24395	-3.27089	1.39368	-0.588789	1.09615	0.487558	0.289204	0.529335	0.725639	1.1468399999999999
chr19	3307570	3307881	dmr_260761	0.369648	0.415325	0.5612689999999999	0.6304960000000001	0.245883	0.479288	0.49989399999999995	0.724688	0.34518899999999997	1.14866	0.917741	-0.12279000000000001	0.878066	2.22078	0.399332	1.25397	-0.357871	1.78266	4.22474	0.88826	-0.423734	-0.9223629999999999	2.05545	-0.16821	0.048362999999999996	-0.433109	1.4445	1.504	0.266991	-0.594033	-0.772258	1.6886400000000001	-0.0433033	0.5581	-0.201793	0.631954	-0.478446	0.660551	-0.69904	0.43971400000000005	0.44757399999999997	0.0915286	0.536486	0.21808699999999998	1.35743	-0.604711	1.24701	0.849324	0.4898	1.22308	0.443942	1.3877	0.636369	1.09345	1.6791	0.950892	0.228086	0.5209729999999999	1.30774	0.6991350000000001	1.1742299999999999	-0.043588699999999994	1.8396
chr19	3319713	3320205	dmr_260762	0.666158	0.8669479999999999	0.8258690000000001	0.856561	0.6423180000000001	0.819134	0.8234370000000001	0.8618790000000001	0.621468	-0.532301	-0.0604123	0.263775	1.00768	1.52217	0.0390525	-0.19259400000000002	-0.0427366	1.5264799999999998	-2.4331	0.456819	-0.249139	0.5948869999999999	0.8403450000000001	0.06291000000000001	-0.24751900000000002	1.4411200000000002	1.44783	-1.4288299999999998	1.39226	-0.764991	0.260209	1.0448	-1.19264	0.041749400000000006	0.165562	-0.0195437	-3.7544699999999995	0.623995	-0.148775	0.3862	1.33676	-0.725956	-0.0857545	-0.0588362	0.551187	-0.27479499999999996	1.4593399999999999	1.32473	1.90117	2.0446	0.5282279999999999	2.1179099999999997	2.29097	0.549858	-0.630165	1.05512	-0.35883699999999996	0.24829600000000002	1.25948	0.399571	0.495673	0.457848	0.17307899999999998
chr19	3320606	3320907	dmr_260763	0.418289	0.648208	0.698974	0.7695609999999999	0.46980200000000005	0.685908	0.712704	0.734109	0.513483	-0.393514	-0.46747799999999995	0.5741609999999999	0.348436	0.444525	0.000127625	-0.65353	-0.186513	1.19333	-4.73193	-1.01206	-0.552036	0.833226	1.2909899999999999	-0.53998	0.9636100000000001	-0.395142	0.667393	-1.7760900000000002	-0.79771	0.8835430000000001	0.44351599999999997	0.900608	-0.00740521	0.25751999999999997	-0.184897	0.0450486	-0.7179439999999999	-1.03144	-0.253713	-0.324493	1.3133	0.10943800000000001	0.807852	-0.219798	-0.676204	0.411375	0.0300599	1.61027	1.38919	1.58689	0.510629	1.80024	0.8444729999999999	0.5086930000000001	-0.577054	-0.164446	0.6519199999999999	-0.114271	0.477127	0.131961	1.1118299999999999	-0.843675	0.869764
