chr	start	end	id	Meth_mESC	Meth_E11_5_CF	Meth_E11_5_FB	Meth_E11_5_HB	Meth_E11_5_HT	Meth_E11_5_LM	Meth_E11_5_MB	Meth_E11_5_NT	Meth_E11_5_LV	H3K4me1_mESC	H3K4me1_E11_5_CF	H3K4me1_E11_5_FB	H3K4me1_E11_5_HB	H3K4me1_E11_5_HT	H3K4me1_E11_5_LM	H3K4me1_E11_5_MB	H3K4me1_E11_5_NT	H3K4me1_E11_5_LV	H3K4me2_mESC	H3K4me2_E11_5_CF	H3K4me2_E11_5_FB	H3K4me2_E11_5_HB	H3K4me2_E11_5_HT	H3K4me2_E11_5_LM	H3K4me2_E11_5_MB	H3K4me2_E11_5_NT	H3K4me2_E11_5_LV	H3K4me3_mESC	H3K4me3_E11_5_CF	H3K4me3_E11_5_FB	H3K4me3_E11_5_HB	H3K4me3_E11_5_HT	H3K4me3_E11_5_LM	H3K4me3_E11_5_MB	H3K4me3_E11_5_NT	H3K4me3_E11_5_LV	H3K27ac_mESC	H3K27ac_E11_5_CF	H3K27ac_E11_5_FB	H3K27ac_E11_5_HB	H3K27ac_E11_5_HT	H3K27ac_E11_5_LM	H3K27ac_E11_5_MB	H3K27ac_E11_5_NT	H3K27ac_E11_5_LV	H3K27me3_mESC	H3K27me3_E11_5_CF	H3K27me3_E11_5_FB	H3K27me3_E11_5_HB	H3K27me3_E11_5_HT	H3K27me3_E11_5_LM	H3K27me3_E11_5_MB	H3K27me3_E11_5_NT	H3K27me3_E11_5_LV	H3K9ac_mESC	H3K9ac_E11_5_CF	H3K9ac_E11_5_FB	H3K9ac_E11_5_HB	H3K9ac_E11_5_HT	H3K9ac_E11_5_LM	H3K9ac_E11_5_MB	H3K9ac_E11_5_NT	H3K9ac_E11_5_LV
chr19	30553868	30554286	dmr_267164	0.037736	0.061842999999999995	0.00796537	0.052470100000000006	0.11426800000000001	0.0857552	0.034219099999999995	0.0450505	0.137756	0.9803229999999999	0.217469	1.24862	0.577363	1.052	0.976932	1.9504299999999999	0.123397	0.799864	2.12368	-0.30856100000000003	1.00581	0.42723900000000004	1.09284	0.799995	1.32645	0.40471	0.0234577	0.19911900000000002	-0.49820600000000004	-0.0678767	-0.802507	0.555503	0.55308	-0.34815799999999997	-0.662622	-1.31742	-1.9799799999999999	-0.524878	-0.49811099999999997	-0.581282	0.527537	0.641403	0.344186	-0.789543	-0.879001	-0.254067	0.73033	0.654149	0.161436	1.2393	0.742667	1.06697	0.24469200000000002	1.21261	-0.0864318	0.179197	0.413774	0.184379	0.9479129999999999	0.21847399999999997	0.790518	-0.0944406	-0.110549
chr19	30563719	30564286	dmr_267165	0.665244	0.673317	0.8997959999999999	0.857319	0.6250399999999999	0.727132	0.9099780000000001	0.848299	0.6847449999999999	-2.1478099999999998	1.55049	-0.116623	0.414046	1.3767	-0.142873	-0.284777	-0.061411	0.696204	-2.15604	1.7776	-1.57809	0.0775497	-0.970376	-0.9684959999999999	-0.946823	-0.39675	-0.066648	-1.52724	1.06102	-0.882805	-0.786516	-1.3183799999999999	-0.828432	-0.759813	-0.24350100000000002	-0.11313499999999999	-4.217	1.31312	-0.516622	-0.16228	-1.16784	-0.686229	-0.031087	0.00691415	0.374797	-1.8546099999999999	0.33586900000000003	-0.614262	-0.295272	-0.742183	-0.6811149999999999	-0.150768	-1.14872	-0.237817	-1.83188	0.80181	0.13833	-0.0146322	-1.3224	-0.45725	0.124919	-0.248259	0.620574
chr19	30564616	30565016	dmr_267166	0.602785	0.761037	0.571103	0.564978	0.7896770000000001	0.784576	0.6628189999999999	0.518239	0.783469	0.568462	-0.389808	0.056297400000000004	-0.34382199999999996	-0.476235	0.0813528	0.243073	1.00088	0.198204	-5.902819999999999	-1.26092	-0.675775	-0.403084	-1.07108	-0.0182515	-0.563441	-2.6369599999999997	-0.538532	0.139656	-2.13433	-0.9765940000000001	-0.872552	-3.60874	0.328349	-1.0333	-0.8893700000000001	-3.29324	1.31995	0.136027	-0.021412900000000002	-1.52305	-0.950105	-0.06736489999999999	-0.8446799999999999	-0.8200860000000001	-1.01794	-1.33102	-0.457506	-1.50868	-1.08676	-1.4935399999999999	0.049635000000000006	-0.268635	0.369757	0.253857	0.895667	-0.27016599999999996	-1.3907200000000002	-0.504333	-2.41673	-0.186513	0.257914	-0.0304253	-0.505329
chr19	30565438	30565915	dmr_267167	0.673617	0.804275	0.87111	0.876245	0.7748189999999999	0.855759	0.8552629999999999	0.853767	0.70806	0.17321	-0.530349	-2.53119	-0.8265979999999999	-1.3065	-0.378635	-0.898294	-1.2818	-0.9876739999999999	-3.74013	0.400047	-2.34207	-0.571275	-1.5687799999999998	-1.09135	-1.45189	-1.44325	-2.51559	-0.942009	-1.1697899999999999	-1.42183	-3.0691	-3.80651	-2.05983	0.0413029	-1.12632	-2.21394	1.10552	-1.94277	-0.188676	0.743061	-1.39943	-1.5460399999999999	-0.504577	-0.704588	-1.03157	1.78142	0.418703	-0.645312	-0.050863900000000004	-1.8404200000000002	0.176735	0.45848199999999995	-1.89074	-0.687786	-0.480286	-0.8257639999999999	-1.22489	-0.950428	-1.1314600000000001	-1.26988	-1.87264	-2.6158099999999997	-1.47417
chr19	30565965	30566266	dmr_267168	0.814454	0.813721	0.91855	0.852927	0.841249	0.771827	0.9161360000000001	0.862352	0.8249989999999999	-3.0105299999999997	-0.362135	-0.850082	-1.4514	0.5591189999999999	-1.1346399999999999	0.302431	-1.50282	-0.9540569999999999	-4.4381	0.46205100000000005	0.371502	-0.176376	-0.282798	-1.00986	0.055319600000000003	-0.741692	-3.72974	0.670571	-0.73938	-0.825392	-5.086930000000001	0.31998000000000004	-0.18958699999999998	-0.375722	-1.1651200000000002	-1.42004	-0.0191872	0.506035	0.39015900000000003	-0.0821494	0.686823	-0.460088	-0.06575310000000001	0.850242	-0.525209	2.22565	0.427544	0.20484699999999997	-0.247527	-0.761504	-1.78483	0.614019	-0.488946	-0.392575	-0.37093899999999996	-0.11266500000000002	-1.05506	-0.770193	0.255218	0.0768662	-0.27342	-0.542543	-0.42585200000000006
chr19	30566267	30566568	dmr_267169	0.638988	0.9000739999999999	0.8792260000000001	0.8961379999999999	0.7558189999999999	0.804721	0.9005920000000001	0.880231	0.819377	-2.40181	1.45613	0.41868	-0.420058	0.8430209999999999	-0.144032	-0.42513900000000004	-1.24601	-0.994818	-3.51986	-1.4940799999999999	-1.41266	-3.7593400000000003	-0.168767	-0.219734	-3.67237	0.187763	-1.23206	-2.48992	-0.588209	-0.545121	-2.1515400000000002	-0.826917	-2.8870299999999998	-2.4057	-1.00645	-2.59809	-4.01455	1.10512	0.491691	-1.47543	-1.14448	-0.314118	0.19236099999999998	1.58244	-0.544802	-0.9121549999999999	1.53904	-0.64756	-0.7318640000000001	0.03444	-0.632671	-0.215864	-0.466793	-0.528098	-4.88013	0.6220220000000001	-1.8722	-1.43973	-0.273856	-0.104949	-0.7232689999999999	0.32187	-0.9943719999999999
chr19	30575982	30576478	dmr_267170	0.680632	0.680075	0.7925989999999999	0.803667	0.757412	0.560087	0.809334	0.664134	0.744628	-3.44668	0.587659	-1.12058	0.66962	1.2036	-0.7743	0.403562	-0.633365	0.178997	-5.24846	-0.361142	-0.7340260000000001	0.00323538	0.169103	-0.978683	-0.298723	-0.140731	-0.397997	-2.16826	-0.390959	-1.75483	-0.799446	-0.753635	-2.85031	-3.8635	-1.94392	-2.62689	0.5966060000000001	-0.19943699999999998	-0.7180310000000001	-0.856814	0.23070900000000003	-0.09928780000000001	0.398986	0.30544	0.7218720000000001	1.0017	0.242898	-1.5663200000000002	0.21714899999999998	0.9332959999999999	-0.493464	-0.011292299999999998	-0.874049	0.912219	0.89417	-0.19638599999999998	-0.34070100000000003	0.69526	0.68528	-0.328361	0.0840665	-0.145082	0.0636386
chr19	30577090	30577410	dmr_267171	0.804113	0.911832	0.909903	0.94116	0.514809	0.8587229999999999	0.9037430000000001	0.890236	0.656672	0.0	-0.8380799999999999	-0.975701	-1.88061	-0.158564	-0.78217	-0.278362	-0.128754	0.22129899999999997	-5.35215	-1.0161799999999999	-0.8363	-1.78693	0.25702600000000003	-1.1687100000000001	-0.830208	0.0456033	-1.0187700000000002	0.0	-1.08038	-1.49177	-1.19628	0.113809	0.582166	-2.00948	-0.34742199999999995	-0.484288	1.3170600000000001	-2.10645	-0.5474180000000001	-1.12763	-1.5625	-2.8502	-0.785925	0.0534057	0.725152	4.02725	-0.6449	-0.37004699999999996	-0.5776640000000001	-0.289881	-0.06609889999999999	0.0936567	0.47498100000000004	0.299923	3.9906	-2.0112900000000002	-2.16784	-0.9609219999999999	0.290611	-0.328546	-0.121395	0.91596	0.59968
chr19	30587879	30588265	dmr_267172	0.726853	0.655779	0.7294069999999999	0.829701	0.783454	0.5058199999999999	0.755104	0.807124	0.6778420000000001	0.0	-0.412422	-0.6112	-1.9580400000000002	-0.35449200000000003	0.0642255	-0.0521188	0.0175331	-0.636976	-2.65407	-0.510241	-1.31314	-1.83352	-0.587785	-0.71239	-0.7972199999999999	0.151834	-0.976867	0.0	-1.28585	-3.35485	-1.08169	-0.481465	-1.19743	-1.33281	-0.935277	-1.08518	2.27612	-1.16459	0.12554400000000002	-0.564001	-1.646	-0.808971	-0.715263	-0.733811	-1.8064099999999998	5.17812	-1.18366	-0.436533	-0.891941	0.00372383	-1.16876	-0.350493	0.161881	-0.22342399999999998	3.86228	-2.33169	-0.8092550000000001	-0.5114810000000001	-0.16373800000000002	-2.50847	-0.214031	-0.253691	-0.624553
chr19	30601232	30601649	dmr_267173	0.9050739999999999	0.8836139999999999	0.9018959999999999	0.9087069999999999	0.811059	0.54569	0.920416	0.890014	0.7881779999999999	-2.07673	0.8523729999999999	-0.378904	-0.651842	-0.41939499999999996	0.982719	0.487227	0.154841	-0.111452	-2.74967	0.65792	-0.778265	-0.237238	-2.0502	0.0503221	-0.469264	0.125355	-1.16125	-0.861311	-0.7768649999999999	-0.565218	-1.79582	-0.36796799999999996	-1.33853	-0.772442	0.0272243	-1.6632	-3.2865	-0.65884	-0.00438779	-1.3633	-2.8692599999999997	0.467146	0.08393810000000002	0.323865	-1.5711899999999999	0.09901610000000001	-0.041605800000000005	-0.524568	-0.40546	-1.3442100000000001	-1.38697	-0.658004	0.42182200000000003	0.100797	-0.337846	-0.284342	-0.7637729999999999	-1.2483799999999998	-2.77868	-0.744478	-0.43491499999999994	0.328135	-1.12059
