chr	start	end	id	Meth_mESC	Meth_E11_5_CF	Meth_E11_5_FB	Meth_E11_5_HB	Meth_E11_5_HT	Meth_E11_5_LM	Meth_E11_5_MB	Meth_E11_5_NT	Meth_E11_5_LV	H3K4me1_mESC	H3K4me1_E11_5_CF	H3K4me1_E11_5_FB	H3K4me1_E11_5_HB	H3K4me1_E11_5_HT	H3K4me1_E11_5_LM	H3K4me1_E11_5_MB	H3K4me1_E11_5_NT	H3K4me1_E11_5_LV	H3K4me2_mESC	H3K4me2_E11_5_CF	H3K4me2_E11_5_FB	H3K4me2_E11_5_HB	H3K4me2_E11_5_HT	H3K4me2_E11_5_LM	H3K4me2_E11_5_MB	H3K4me2_E11_5_NT	H3K4me2_E11_5_LV	H3K4me3_mESC	H3K4me3_E11_5_CF	H3K4me3_E11_5_FB	H3K4me3_E11_5_HB	H3K4me3_E11_5_HT	H3K4me3_E11_5_LM	H3K4me3_E11_5_MB	H3K4me3_E11_5_NT	H3K4me3_E11_5_LV	H3K27ac_mESC	H3K27ac_E11_5_CF	H3K27ac_E11_5_FB	H3K27ac_E11_5_HB	H3K27ac_E11_5_HT	H3K27ac_E11_5_LM	H3K27ac_E11_5_MB	H3K27ac_E11_5_NT	H3K27ac_E11_5_LV	H3K27me3_mESC	H3K27me3_E11_5_CF	H3K27me3_E11_5_FB	H3K27me3_E11_5_HB	H3K27me3_E11_5_HT	H3K27me3_E11_5_LM	H3K27me3_E11_5_MB	H3K27me3_E11_5_NT	H3K27me3_E11_5_LV	H3K9ac_mESC	H3K9ac_E11_5_CF	H3K9ac_E11_5_FB	H3K9ac_E11_5_HB	H3K9ac_E11_5_HT	H3K9ac_E11_5_LM	H3K9ac_E11_5_MB	H3K9ac_E11_5_NT	H3K9ac_E11_5_LV
chr19	53884539	53884988	dmr_273574	0.5985560000000001	0.771137	0.8413129999999999	0.869532	0.694587	0.850701	0.830917	0.8466469999999999	0.6859770000000001	-0.00457903	-0.880231	0.404825	0.570226	-0.529628	-1.5199200000000002	-0.378399	-1.12939	0.503772	-1.7566700000000002	-1.12012	-1.53555	-1.50599	0.0532895	-1.4553399999999999	-0.47223699999999996	-1.25567	-0.843202	-0.41488800000000003	-3.25889	-0.732538	-0.458851	-0.435462	-1.37162	0.761955	-0.109252	-3.9092	1.00139	-0.32117399999999996	0.00383316	-1.87933	-2.13754	0.21435900000000002	0.8439110000000001	-0.127025	0.0465838	0.8757469999999999	-0.307329	-0.268825	-1.13275	0.6293489999999999	-0.969223	1.1715799999999998	0.010268799999999998	-0.588438	-0.672704	-0.9380219999999999	-0.141915	0.22500100000000003	0.352175	-1.06139	-0.22094499999999997	-0.332893	-0.00911485
chr19	53885290	53886035	dmr_273575	0.7426470000000001	0.5675020000000001	0.311189	0.611073	0.733182	0.801704	0.411445	0.699371	0.8410489999999999	-0.137075	1.101	1.48918	0.34274	-0.10925599999999999	-0.051396300000000006	1.12574	0.592567	1.32097	-2.74126	-0.690118	1.00604	-0.391421	-0.7396199999999999	-0.835686	0.262079	-0.034424800000000005	-0.9148360000000001	-0.799758	-0.392027	0.191967	-0.29802399999999996	-0.755089	0.110818	-0.8440799999999999	-0.119663	0.038895	-0.730984	0.478659	0.898874	0.264436	0.127173	0.820212	0.31860700000000003	0.16003599999999998	0.884044	-0.143083	0.302119	-0.66262	0.034748400000000006	-0.25925	-0.322889	0.09662269999999999	0.49558900000000006	0.33567800000000003	-0.299057	-0.18878599999999998	0.630749	-0.149714	0.21846999999999997	-0.037977300000000005	-0.122116	0.764436	-0.200627
chr19	53887052	53887587	dmr_273576	0.789195	0.8988879999999999	0.9483950000000001	0.9500209999999999	0.793474	0.9272	0.9000309999999999	0.91864	0.659316	-0.8624450000000001	0.6685180000000001	0.28313299999999997	0.41004700000000005	1.39939	0.304722	0.453092	0.255705	2.27673	-5.181780000000001	-1.32829	-0.685236	-0.472804	0.6329239999999999	-0.480575	-0.354844	-0.0372886	1.7840799999999999	-1.39195	-0.357817	-0.66003	0.5078779999999999	-1.31087	0.813112	-0.352143	-0.7038810000000001	0.932349	-2.3487299999999998	-0.398093	-0.0848202	0.059795900000000006	1.08323	0.17493499999999998	0.445101	-0.40578800000000004	3.2788699999999995	-1.32054	0.647216	-0.31976	0.679899	0.824709	0.227873	1.21062	-0.07985310000000001	0.278983	-3.5758900000000002	-0.022166599999999998	0.025803700000000002	0.552339	1.2488	-0.197485	0.0006644960000000001	0.157565	2.12312
chr19	53888011	53888741	dmr_273577	0.752495	0.8473719999999999	0.824994	0.8644799999999999	0.716615	0.765602	0.8349	0.826825	0.603105	-3.4700699999999998	-0.00720949	0.402198	-0.429065	0.548162	0.0207825	0.98474	0.0396351	2.27457	-3.19932	0.29823	0.116195	-0.521011	-1.34597	-0.911457	0.9303790000000001	-0.343014	1.5333700000000001	-2.80887	-0.598175	-0.769766	-0.6532180000000001	-1.24427	-1.25965	0.40020100000000003	-1.26409	-0.717942	-0.8758100000000001	0.324094	-0.319793	-0.826377	-0.6494840000000001	-0.55365	1.0162	-0.697357	2.7726	1.44305	-0.19814600000000002	0.08961489999999998	-0.267074	-0.383812	-0.507991	1.36919	-0.323743	0.21243099999999998	-1.53203	0.5201600000000001	-0.12183699999999999	0.463846	0.171707	0.0944039	1.4247100000000001	-0.12316400000000001	0.90802
chr19	53889435	53889988	dmr_273578	0.738112	0.637241	0.8153739999999999	0.786817	0.647569	0.622452	0.775109	0.7245729999999999	0.551437	0.8908739999999999	-0.035467900000000004	1.45335	0.98872	1.04693	0.924902	0.367718	0.03925069999999999	1.8010400000000002	-2.2241400000000002	-0.932933	1.06644	0.600332	0.0800163	-0.10917	0.054028999999999994	-0.279426	-0.667663	-2.6095099999999998	-1.7998599999999998	0.42529399999999995	-0.407063	-0.408453	-0.18592899999999998	-0.359162	-0.0163595	-0.264263	-2.8536200000000003	-0.682665	0.269982	0.627065	0.305214	0.8146800000000001	0.647837	-0.137492	1.56213	0.276413	-0.597591	0.955583	0.8257700000000001	0.634716	0.315576	0.846505	0.00729469	-0.8764639999999999	-1.22041	-0.668583	0.786894	0.46515	-1.05093	0.354478	0.486738	-0.702866	0.9396610000000001
chr19	53890132	53890623	dmr_273579	0.803968	0.703554	0.7216279999999999	0.658875	0.411279	0.797814	0.6781729999999999	0.707329	0.6072930000000001	0.257949	0.170461	1.01001	-0.7701100000000001	1.05094	0.6009260000000001	-0.021303799999999998	-1.15699	2.79754	-1.6899099999999998	-0.037349	0.33111399999999996	-1.70318	0.019022400000000002	-0.6015699999999999	0.0188384	-0.901673	0.502762	-1.8801700000000001	-0.11043599999999999	-0.9544879999999999	-3.14715	-0.41818500000000003	-2.96615	-1.15503	-1.8598299999999999	-0.598838	0.7565189999999999	-0.20627399999999999	0.8493379999999999	-1.50315	-0.674078	0.16001300000000002	0.31200700000000003	-1.1041	2.43433	0.425303	-0.433015	0.38941	-0.878713	0.291061	0.405763	0.361361	-0.45457	-0.0491154	-1.5229700000000002	-0.433359	0.575382	-0.89876	0.216344	0.5891460000000001	-0.0971095	-0.811754	1.2317799999999999
chr19	53890762	53891240	dmr_273580	0.754584	0.760732	0.727278	0.704113	0.412342	0.70208	0.680709	0.769392	0.48669399999999996	1.1336899999999999	1.11792	1.14239	1.0186600000000001	1.96195	1.09309	0.921733	0.5426	2.61612	-0.310259	-0.769011	0.10431800000000001	-0.22775900000000002	0.616518	-0.673196	-0.311408	-0.731089	1.8184200000000001	-2.73842	-0.18187899999999999	-0.6200899999999999	-0.6457109999999999	-0.37819400000000003	0.16228199999999998	-0.5420699999999999	0.055315300000000005	0.8294590000000001	-0.307252	1.23248	0.811303	0.396196	0.928424	0.6763	-0.28829099999999996	-0.17043	3.00359	-0.38210500000000003	0.671946	0.390287	0.121852	0.7567	0.819678	0.748737	0.45390699999999995	-0.472959	-1.51814	1.04645	0.279053	-0.499176	0.692455	0.46713999999999994	0.904222	0.180721	1.7402099999999998
chr19	53892705	53893038	dmr_273581	0.7871819999999999	0.6882060000000001	0.724637	0.788563	0.535601	0.707022	0.819274	0.785141	0.5920949999999999	1.37347	0.223554	0.40990600000000005	-0.406206	0.8805649999999999	2.22744	-0.665243	1.38788	2.91273	-4.9399	0.107427	-0.155408	-0.711088	0.011459	0.249173	-0.229185	1.49066	1.2901799999999999	0.6144569999999999	-0.154503	-0.0455548	-0.776138	-0.735273	0.535316	-1.64251	0.675906	0.661369	2.73523	-0.9979879999999999	-1.31124	0.15492899999999998	0.638037	1.87885	0.306703	1.62198	2.64561	1.6392900000000001	0.09609010000000001	-0.273348	-0.0206358	0.278644	0.663568	0.251868	1.71219	0.119503	1.51718	0.285393	0.172369	0.574543	1.40056	1.38229	0.027576299999999998	2.07908	2.34258
chr19	53892995	53893352	dmr_273582	0.824815	0.430187	0.764782	0.709485	0.644057	0.315272	0.782746	0.716024	0.6499	-1.5112	0.657734	0.336495	-0.972138	0.599542	1.95997	-0.32545	0.958073	2.3222099999999997	-4.87978	-0.612901	0.00880062	-0.1487	-0.19079300000000002	-0.03982569999999999	-0.305033	-0.142127	0.10553199999999999	-0.279904	0.263079	0.300297	-0.363904	-0.704555	-0.049355300000000005	-1.04205	-0.26475	-0.0436519	1.0648799999999998	-0.400332	0.149576	0.26887300000000003	0.00279388	0.867116	1.07585	1.1302299999999998	1.97397	1.0597	0.151701	0.367501	-0.444279	0.092252	0.021875099999999998	0.10325899999999999	0.570295	0.23539000000000002	0.23381500000000002	0.35022600000000004	0.425387	-0.17033399999999999	1.00347	1.083	0.7463350000000001	1.1766299999999998	1.81197
chr19	53894218	53894795	dmr_273583	0.8520209999999999	0.8648549999999999	0.895357	0.8843209999999999	0.733819	0.8786450000000001	0.863245	0.887057	0.648582	-0.397318	0.038276	1.2490700000000001	-0.111247	1.91117	1.15388	-0.10744400000000001	0.554897	1.9178	-0.818062	-1.6778400000000002	0.561639	-1.21648	0.801979	-1.14421	-0.6981430000000001	-0.137466	0.171823	-1.86441	0.024848099999999998	-0.544605	-0.34289400000000003	1.09935	-0.5274979999999999	-1.37857	-0.229377	0.08704730000000001	-0.817477	-0.0184828	0.536194	0.11017300000000001	1.04503	1.4680600000000001	0.00644499	0.131323	1.5393700000000001	-0.8961549999999999	-0.397856	0.97404	-0.235988	1.38914	0.0554716	-0.025923200000000004	0.10896700000000001	-0.629649	-1.6765700000000001	0.47701800000000005	0.220608	0.304025	1.54587	0.301598	0.046819400000000004	0.797795	1.2061
