chr	start	end	id	Meth_mESC	Meth_E11_5_CF	Meth_E11_5_FB	Meth_E11_5_HB	Meth_E11_5_HT	Meth_E11_5_LM	Meth_E11_5_MB	Meth_E11_5_NT	Meth_E11_5_LV	H3K4me1_mESC	H3K4me1_E11_5_CF	H3K4me1_E11_5_FB	H3K4me1_E11_5_HB	H3K4me1_E11_5_HT	H3K4me1_E11_5_LM	H3K4me1_E11_5_MB	H3K4me1_E11_5_NT	H3K4me1_E11_5_LV	H3K4me2_mESC	H3K4me2_E11_5_CF	H3K4me2_E11_5_FB	H3K4me2_E11_5_HB	H3K4me2_E11_5_HT	H3K4me2_E11_5_LM	H3K4me2_E11_5_MB	H3K4me2_E11_5_NT	H3K4me2_E11_5_LV	H3K4me3_mESC	H3K4me3_E11_5_CF	H3K4me3_E11_5_FB	H3K4me3_E11_5_HB	H3K4me3_E11_5_HT	H3K4me3_E11_5_LM	H3K4me3_E11_5_MB	H3K4me3_E11_5_NT	H3K4me3_E11_5_LV	H3K27ac_mESC	H3K27ac_E11_5_CF	H3K27ac_E11_5_FB	H3K27ac_E11_5_HB	H3K27ac_E11_5_HT	H3K27ac_E11_5_LM	H3K27ac_E11_5_MB	H3K27ac_E11_5_NT	H3K27ac_E11_5_LV	H3K27me3_mESC	H3K27me3_E11_5_CF	H3K27me3_E11_5_FB	H3K27me3_E11_5_HB	H3K27me3_E11_5_HT	H3K27me3_E11_5_LM	H3K27me3_E11_5_MB	H3K27me3_E11_5_NT	H3K27me3_E11_5_LV	H3K9ac_mESC	H3K9ac_E11_5_CF	H3K9ac_E11_5_FB	H3K9ac_E11_5_HB	H3K9ac_E11_5_HT	H3K9ac_E11_5_LM	H3K9ac_E11_5_MB	H3K9ac_E11_5_NT	H3K9ac_E11_5_LV
chr19	22533811	22534154	dmr_264600	0.8284459999999999	0.529836	0.773057	0.817628	0.711534	0.29738400000000004	0.843039	0.677754	0.6393939999999999	-0.49648000000000003	-0.311569	0.154845	0.361608	-0.137383	0.6825439999999999	-1.09263	0.027963799999999997	0.960937	-1.3957	-0.704741	-1.30288	0.8153239999999999	-4.18032	-0.296129	-2.31714	-0.998193	-0.07138330000000001	0.577485	-1.0931600000000001	0.0277108	0.8707719999999999	-0.559596	-0.666231	-2.7216400000000003	-1.2788700000000002	0.0790654	1.11011	-0.07283839999999998	-0.321802	0.8236709999999999	-0.604863	0.412778	-2.61795	-0.7047180000000001	0.316686	-0.09784860000000001	-0.7143149999999999	0.678702	-0.0205428	0.159939	0.147249	-0.219754	-1.23692	0.7965840000000001	-4.02616	-1.36355	-1.05596	0.447726	-0.0516215	-1.48052	-0.637841	-0.849369	0.5002
chr19	22544167	22544519	dmr_264601	0.807403	0.9253899999999999	0.9346629999999999	0.915466	0.735067	0.950117	0.921789	0.953937	0.845455	0.554457	-0.303508	-1.18753	-0.668995	-0.5715720000000001	-1.17079	0.58696	0.0477893	-1.5776299999999999	-4.36989	-0.491396	-1.08475	-1.60053	-3.77366	-0.411026	-0.878072	-1.6821099999999998	-3.9622900000000003	-2.55782	-0.021248	-1.7671299999999999	-2.30695	-1.5188700000000002	-2.38282	-1.1749100000000001	-2.56201	-0.46698599999999996	-0.0216542	0.13173800000000002	-0.70963	-2.2669900000000003	-5.28777	-0.8745959999999999	-0.743632	-0.290263	0.97972	-0.073517	-0.34820999999999996	-0.450604	-1.1671799999999999	-0.993892	-1.74404	-0.719654	-0.102052	-0.148775	-2.55782	-0.053041099999999994	-1.43603	-2.13747	-0.624537	-1.6940400000000002	-1.3073	-0.574451	-0.311684
chr19	22553369	22554073	dmr_264602	0.634258	0.504301	0.471067	0.460819	0.6493439999999999	0.615236	0.445788	0.588342	0.707067	0.331251	0.486383	0.7854770000000001	0.661032	1.6506	0.507234	1.0101200000000001	-0.34158499999999997	0.0157689	-1.05047	0.593355	-0.215594	0.522612	0.492224	-1.09661	-0.144571	-1.08399	-0.0938515	-1.77335	-0.527666	-0.508636	-1.02268	-2.03022	-1.5910799999999998	-0.0578515	-0.9874200000000001	-1.99452	-0.173502	0.410221	-0.265131	0.0666076	0.529408	0.21079299999999998	-0.45131000000000004	0.13125	0.156365	-0.7447560000000001	0.44556999999999997	1.29552	0.676916	1.71976	0.460658	0.630195	-0.210945	0.699943	-1.2021	-0.0663682	-0.111294	0.133428	0.9805799999999999	-0.246921	-0.117497	-0.992398	-0.23996900000000002
chr19	22554293	22555150	dmr_264603	0.448863	0.16028499999999998	0.07168150000000001	0.08387910000000001	0.191524	0.15750899999999998	0.13204200000000002	0.106556	0.407061	1.7060099999999998	0.42145600000000005	2.37166	1.5923	1.8418400000000001	1.40477	2.10467	1.9950400000000001	1.45062	1.15809	0.250268	1.5336100000000001	1.9627599999999998	2.9964	-0.0615534	1.64933	1.42781	0.797348	-2.06489	-0.862129	0.140525	0.547475	0.757459	-0.813301	-0.10261700000000001	0.23875300000000002	0.570545	1.3647799999999999	-0.387359	1.5709899999999999	1.0247899999999999	0.130767	0.534153	0.757642	0.7557520000000001	0.69443	0.218901	0.09393330000000001	1.83257	0.68826	1.3008	-0.0373467	0.5111220000000001	0.22764600000000002	-0.11405499999999999	-0.504444	0.7398600000000001	1.50195	1.07784	1.7537200000000002	-0.0289779	1.16581	0.836134	0.155556
chr19	22557504	22557805	dmr_264604	0.902439	0.872611	0.906977	0.89759	0.735135	0.8586959999999999	0.909091	0.9038459999999999	0.702703	0.054648699999999995	-0.12767699999999998	-0.26298499999999997	-1.4333799999999999	-1.63134	-0.0604284	0.971126	-0.233138	0.678552	-2.59659	-1.51721	-1.91162	-1.51788	-1.30834	-1.0873	1.3978	-1.02112	-1.0588600000000001	0.0	-1.73134	-0.498384	-4.81541	-0.165231	-0.08735549999999999	0.46165	-0.37897	-0.710203	2.4949	0.126894	0.18162999999999999	-1.48852	-0.84731	0.280469	0.36538899999999996	0.782913	-0.226174	4.14656	-0.0587146	1.0699100000000001	0.08664069999999999	-0.343607	-0.556033	1.83	0.126496	0.6478010000000001	1.50347	-1.43221	-1.03617	-0.94573	-0.225248	-0.505108	1.2556399999999999	0.568755	-0.635537
chr19	22559473	22560059	dmr_264605	0.7633489999999999	0.820941	0.830983	0.852403	0.708125	0.550309	0.785478	0.772622	0.6358590000000001	-3.53309	-1.02413	-1.7760799999999999	-0.37644299999999997	0.8507370000000001	0.775159	-0.5357149999999999	-0.53925	-0.34133	-5.34691	-0.623911	-3.52308	-1.85476	0.20496999999999999	-0.200302	-1.06314	-0.7321850000000001	-1.36154	-2.12952	-1.7743200000000001	-1.21445	-0.014797799999999998	-0.5398069999999999	-0.404762	-1.8034299999999999	-1.00657	-0.058144100000000004	-0.65735	-1.39115	-0.47645299999999996	-1.30844	0.743698	0.179577	-0.766097	0.372396	-0.6807439999999999	2.01587	-0.29883699999999996	-0.311661	-0.42830100000000004	0.8511559999999999	0.06310779999999999	-1.15236	-0.18196099999999998	-0.49869399999999997	0.667155	-0.785925	-1.2505	-0.582543	0.297205	0.21797600000000003	-0.8744959999999999	-0.638877	-0.651674
chr19	22560046	22560415	dmr_264606	0.7610640000000001	0.831895	0.839357	0.8223860000000001	0.737799	0.7088409999999999	0.86697	0.54078	0.78298	-0.43113999999999997	-0.0219447	-0.47540600000000005	-0.511714	0.114176	0.514264	0.15649200000000002	-0.12228199999999999	-0.8896219999999999	-5.31332	-0.054550699999999994	-4.07022	-1.8485200000000002	-0.542086	-0.054225	-1.00047	-0.882925	-0.829572	0.734363	-0.10788199999999999	-2.37426	-0.279035	-1.40259	-1.5119200000000002	-1.2458	-1.0355299999999998	-0.495229	1.66565	-0.10376800000000001	-1.3998899999999999	-0.61465	0.32395300000000005	0.030766	0.500267	0.0637495	0.505737	1.88357	1.26615	-0.191501	0.354616	0.210338	-0.09594889999999999	0.029890800000000002	0.169882	0.262447	-0.070383	1.09466	-1.6744900000000003	-0.32733	-0.888518	0.388018	-0.40692	-0.641494	-1.32728
chr19	22563357	22564107	dmr_264607	0.7453850000000001	0.588332	0.817431	0.7775479999999999	0.562249	0.369684	0.843103	0.688067	0.636999	-0.8481190000000001	0.141508	-0.5751189999999999	0.4398	0.8999229999999999	1.04526	1.44105	0.133838	0.155115	-4.52245	-0.663805	-1.13032	0.034795099999999995	0.0194507	0.30954299999999996	0.941051	-0.9424290000000001	-0.22273	-2.7420400000000003	-1.29795	-2.48667	-0.269356	-0.353116	0.328349	0.47185900000000003	-0.45251	-0.306832	-2.07999	-0.377218	-1.72689	0.458888	-1.6275700000000002	-0.129642	1.53783	0.23298600000000003	0.548026	-0.764487	0.650998	-0.9062379999999999	0.51399	0.842765	0.401729	1.91841	0.154091	0.974409	-1.0753700000000002	0.0636745	-0.516145	-0.268173	0.386341	0.23991300000000002	1.4865700000000002	0.258664	0.678581
chr19	22573258	22573656	dmr_264608	0.0416666	0.904983	0.843392	0.8875	0.787924	0.727567	0.9119430000000001	0.786766	0.81021	-2.4207799999999997	-0.910589	0.651551	-0.15713	-0.182531	-1.49678	-1.32423	-0.0924972	-0.385705	-4.18842	-2.74442	-0.56896	-1.13053	-1.4518799999999998	-1.9506599999999998	-1.3764100000000001	-0.559457	-1.20507	-4.343999999999999	-0.168928	0.174207	-1.45771	-2.33535	-0.47310100000000005	-0.993449	-0.8176760000000001	-1.77017	-2.84223	-1.7519900000000002	-0.08734	-0.42428699999999997	-0.24621300000000002	-1.9841799999999998	-0.0577734	-0.019813900000000002	-0.0387726	1.46405	-0.356045	0.817705	-0.10684500000000001	-0.0651547	-0.09493889999999999	-0.539205	-0.158104	0.527957	-0.598943	-0.781011	-0.136749	-0.279098	-0.763015	0.184222	0.138228	0.441935	0.47421899999999995
chr19	22578989	22579326	dmr_264609	0.43181800000000004	0.901309	0.9179290000000001	0.924565	0.795726	0.932091	0.914057	0.931008	0.824419	-1.42388	-0.689988	-1.69343	-0.939358	0.6502640000000001	0.683098	-1.3240399999999999	-0.17383900000000002	-0.496982	-5.01318	-1.3317299999999999	-0.709755	-0.746354	-0.12829300000000002	-2.18953	-0.997815	-1.34287	0.00634671	-2.72523	-0.530659	-2.10639	-1.6733099999999999	0.23957199999999998	-0.218613	-0.958952	-0.47961499999999996	-0.7555689999999999	1.28591	-2.53246	0.00047971699999999995	-1.49623	0.592874	-0.26109499999999997	-0.28941999999999996	0.243653	0.705859	1.60334	-0.172394	-0.627532	-0.970721	0.965572	-0.623166	-0.651104	-0.209727	0.184436	1.8253599999999999	-0.407093	-0.8445819999999999	-1.03701	0.526146	0.361128	-1.56344	-0.8935860000000001	-0.198629
