chr	start	end	id	Meth_mESC	Meth_E11_5_CF	Meth_E11_5_FB	Meth_E11_5_HB	Meth_E11_5_HT	Meth_E11_5_LM	Meth_E11_5_MB	Meth_E11_5_NT	Meth_E11_5_LV	H3K4me1_mESC	H3K4me1_E11_5_CF	H3K4me1_E11_5_FB	H3K4me1_E11_5_HB	H3K4me1_E11_5_HT	H3K4me1_E11_5_LM	H3K4me1_E11_5_MB	H3K4me1_E11_5_NT	H3K4me1_E11_5_LV	H3K4me2_mESC	H3K4me2_E11_5_CF	H3K4me2_E11_5_FB	H3K4me2_E11_5_HB	H3K4me2_E11_5_HT	H3K4me2_E11_5_LM	H3K4me2_E11_5_MB	H3K4me2_E11_5_NT	H3K4me2_E11_5_LV	H3K4me3_mESC	H3K4me3_E11_5_CF	H3K4me3_E11_5_FB	H3K4me3_E11_5_HB	H3K4me3_E11_5_HT	H3K4me3_E11_5_LM	H3K4me3_E11_5_MB	H3K4me3_E11_5_NT	H3K4me3_E11_5_LV	H3K27ac_mESC	H3K27ac_E11_5_CF	H3K27ac_E11_5_FB	H3K27ac_E11_5_HB	H3K27ac_E11_5_HT	H3K27ac_E11_5_LM	H3K27ac_E11_5_MB	H3K27ac_E11_5_NT	H3K27ac_E11_5_LV	H3K27me3_mESC	H3K27me3_E11_5_CF	H3K27me3_E11_5_FB	H3K27me3_E11_5_HB	H3K27me3_E11_5_HT	H3K27me3_E11_5_LM	H3K27me3_E11_5_MB	H3K27me3_E11_5_NT	H3K27me3_E11_5_LV	H3K9ac_mESC	H3K9ac_E11_5_CF	H3K9ac_E11_5_FB	H3K9ac_E11_5_HB	H3K9ac_E11_5_HT	H3K9ac_E11_5_LM	H3K9ac_E11_5_MB	H3K9ac_E11_5_NT	H3K9ac_E11_5_LV
chr19	16438109	16438728	dmr_263318	0.6167229999999999	0.610158	0.71015	0.619725	0.44278999999999996	0.504218	0.755268	0.57412	0.62332	1.5681399999999999	0.689606	1.27745	0.321157	1.7711299999999999	0.448136	1.56398	0.102105	1.6133600000000001	0.16085	0.656492	1.3053700000000001	-0.34820500000000004	0.49273100000000003	-0.8574790000000001	0.418778	-0.191604	1.29714	0.302145	0.0363416	-0.8986700000000001	-0.148445	-0.0996943	-0.152357	0.0330026	-1.47851	0.15703499999999998	1.34944	-0.047518	-0.21007199999999998	-0.195981	0.972283	0.0116022	0.790293	-0.33881999999999995	1.11427	1.23472	1.42272	0.8894989999999999	1.22458	1.45823	1.1092899999999999	2.23903	0.9120290000000001	0.9817549999999999	0.814841	0.350329	0.317077	-0.242015	0.6642279999999999	-0.06526280000000001	1.26108	-0.352025	1.25039
chr19	16439992	16440501	dmr_263319	0.492705	0.363394	0.44562299999999994	0.47907299999999997	0.39337300000000003	0.24907800000000002	0.412191	0.24078899999999998	0.528525	0.8594280000000001	0.636888	0.272757	1.03277	2.4790400000000004	1.32562	0.655776	1.25384	2.3519900000000002	2.71552	0.77994	-1.36667	0.710499	1.51336	0.5845779999999999	0.05461219999999999	0.801329	1.40889	0.056618299999999996	0.392784	-0.145249	0.795319	0.140377	0.403686	-1.74006	-0.5106470000000001	0.174968	-0.830155	-0.192641	0.138798	-0.715963	1.6651900000000002	0.8779239999999999	-0.271179	0.969593	1.8572400000000002	-0.641392	0.523648	0.629644	1.76594	1.4527299999999999	0.044904400000000004	1.06529	0.64862	1.1599700000000002	0.45709799999999995	1.21013	0.861503	0.664008	1.4964	0.397675	0.598963	1.4557	1.29129
chr19	16443329	16443801	dmr_263320	0.867168	0.788738	0.8968709999999999	0.866288	0.719837	0.8414159999999999	0.8692209999999999	0.900502	0.632494	-0.503583	0.709309	-0.05909590000000001	-0.525662	0.378658	-0.339742	1.45441	-0.719657	1.0234	-5.886480000000001	0.379449	-1.07138	-0.46710799999999997	-0.0196898	-0.5860390000000001	0.114731	-1.1909	0.0480861	-1.23789	-0.494961	-0.9097049999999999	-0.8555950000000001	-0.096388	-0.32383	-0.705808	-1.26702	-0.5516439999999999	-0.42667299999999997	0.785852	-0.515991	-1.47824	0.0315731	-0.171016	0.550527	-0.70489	1.16015	-0.09421289999999999	0.724731	-0.894599	-0.547437	0.378863	0.178084	0.678325	-0.32393299999999997	-1.05861	-0.7098220000000001	-0.0520275	-0.244246	-0.467876	-0.590711	-0.133703	0.939917	-1.54098	0.120078
chr19	16448771	16449389	dmr_263321	0.9066790000000001	0.880875	0.8835120000000001	0.8600040000000001	0.653357	0.8359700000000001	0.905223	0.8923040000000001	0.59104	0.7163010000000001	-0.0377139	0.5922689999999999	0.554999	1.00101	-0.302938	0.401645	-0.173822	1.53404	-4.63097	-0.558704	-1.17761	-0.571567	-0.169795	-0.263052	-1.9053900000000001	-0.27	0.450167	-0.9884200000000001	-0.9426	-3.2562599999999997	-0.320934	-0.749393	-0.395861	-1.30425	-1.0584	-0.0266863	-0.298496	-2.20812	0.613262	0.564262	0.73731	0.280296	0.278087	-0.27424299999999996	1.5334	-0.771151	-0.123628	0.153061	-0.0553298	0.46389600000000003	-0.26598299999999997	0.291246	-0.440645	0.248048	-0.8795649999999999	-0.175016	0.39115300000000003	0.42108	0.601766	0.29338800000000004	-0.197925	-0.0566749	0.7477550000000001
chr19	16450777	16451146	dmr_263322	0.688347	0.5929180000000001	0.702013	0.7152069999999999	0.44307700000000005	0.845409	0.807424	0.809646	0.654716	-0.06265	0.06681799999999999	0.52593	-0.38668600000000003	1.74847	0.984716	-0.237325	0.316259	1.12905	-5.41608	0.0269694	-0.22804000000000002	-0.8768739999999999	-0.0855759	-0.8029270000000001	-0.348431	-0.406512	-0.6814359999999999	-1.5125899999999999	-1.2591700000000001	-1.22851	-0.322289	-2.17881	-0.669083	-0.261556	0.0839954	0.15550799999999998	0.29986399999999996	-1.6524299999999998	0.42286599999999996	-0.21259099999999997	0.5342439999999999	-0.506578	-0.271809	-0.0236653	0.894022	-0.45620600000000006	-0.631239	-0.820981	0.458809	-1.06443	-0.188102	0.337536	0.693728	0.392009	-0.322791	-0.58167	-0.9543	-0.0356249	0.930184	-0.852402	0.153853	-0.194631	-0.176017
chr19	16455999	16456549	dmr_263323	0.784436	0.8597739999999999	0.825945	0.826011	0.609993	0.8522209999999999	0.854772	0.861242	0.405333	1.61459	-1.5543	0.0754669	-0.196214	1.25673	-0.066454	-0.144585	-0.169855	1.9479799999999998	-5.200830000000001	-0.858283	-0.9616180000000001	-0.89054	-0.028167200000000003	-0.0313365	-0.852886	-0.521288	0.939157	-1.56649	-0.929408	-1.20299	-0.323048	-0.807096	-0.920959	-1.0994700000000002	-1.24543	-0.269925	-0.49033000000000004	-0.20705700000000002	-0.000145345	0.0887346	0.527688	-0.858772	-0.187031	-0.0177226	1.5261799999999999	0.0890912	-1.5444799999999999	-0.246942	0.010095100000000001	0.27115	-0.5327310000000001	0.208209	-0.10343699999999999	0.120697	1.2229	-0.873951	-0.7056060000000001	0.130876	-0.215177	-1.1801700000000002	-1.10271	-0.0912878	1.06331
chr19	16457057	16457641	dmr_263324	0.8798469999999999	0.851884	0.8886649999999999	0.904084	0.791399	0.91356	0.893272	0.929743	0.684148	0.8851479999999999	-0.598981	-0.5690970000000001	-0.0537203	0.48355	-0.879605	0.325158	-0.393266	1.4839	-4.5688699999999995	-1.82705	-0.07246960000000001	-0.812462	-1.81168	-1.5139799999999999	-0.314104	-1.17906	0.8624959999999999	-2.9332	-0.648679	-1.4980799999999999	-0.8453350000000001	-1.50064	-1.05245	-0.45258999999999994	-1.7120900000000001	0.104252	2.4139	-0.292746	-0.496067	-0.664728	0.043558	-0.9118790000000001	-0.00182369	0.54502	0.650829	1.2746	-1.22482	-0.426228	0.40605399999999997	0.46688599999999997	-1.7267700000000001	0.21668099999999998	0.010459399999999999	-0.0312735	1.8056599999999998	-0.306857	-0.297038	0.373027	-0.24540900000000002	-1.11956	-0.962427	0.6993550000000001	0.918092
chr19	16459218	16459686	dmr_263325	0.10395	0.5748939999999999	0.573104	0.5117189999999999	0.638246	0.686768	0.461063	0.49643699999999996	0.47475	2.58665	0.195116	0.886434	1.0387600000000001	0.25921500000000003	0.040608099999999994	1.14075	0.9910959999999999	2.4447900000000002	1.83929	0.170209	-0.417076	-0.00716927	-0.0347706	0.0647834	0.46393	0.46337700000000004	1.51227	-2.91093	-0.319283	-0.343021	-0.291485	-0.341173	0.414671	0.38941	-0.314121	0.856253	3.6910800000000004	-0.899016	0.162806	-0.0073476	-0.287999	-0.306744	1.14257	0.141736	1.71003	-0.202302	0.7157060000000001	1.05685	0.206833	-0.342453	0.8758950000000001	0.8626459999999999	-0.0596173	1.2035799999999999	1.68612	0.6251140000000001	-0.012247599999999999	0.804552	0.23551599999999998	0.48728599999999994	1.30695	0.5892189999999999	2.03384
chr19	16460062	16460569	dmr_263326	0.394154	0.624851	0.44131899999999996	0.524208	0.6583399999999999	0.7627619999999999	0.46901099999999996	0.539289	0.645311	1.32723	0.831016	1.8546799999999999	1.04261	0.382836	-0.510583	2.32172	1.42387	0.9949790000000001	0.949464	0.0615346	0.171899	-0.899444	-0.34744899999999995	-1.06826	0.8648879999999999	0.324884	-0.15545799999999999	-0.456729	-0.626458	-1.45651	-0.877459	-2.94707	-0.7816649999999999	-0.437939	0.614438	-0.48524700000000004	2.95494	-0.664423	-0.396953	0.155744	-1.37334	-0.974692	1.13111	0.192939	-0.196507	0.156164	-0.23132199999999997	0.239959	-0.24508600000000003	0.769166	-1.07473	0.554646	-0.280396	-0.277524	0.651147	-0.565199	0.43904099999999996	0.5717869999999999	0.221771	-0.86815	0.941109	0.152854	-0.539471
chr19	16461537	16461838	dmr_263327	0.899294	0.888365	0.9379870000000001	0.922242	0.671238	0.947939	0.950176	0.93547	0.8044979999999999	-0.854932	0.43208900000000006	0.29365	-0.185043	-0.9741799999999999	-1.1478700000000002	-0.671029	0.119077	0.354524	-1.49355	-1.04355	0.85095	-1.24203	-2.94738	-0.610909	-0.334833	0.835676	-0.623985	-1.37944	1.02108	0.22644699999999998	-1.35331	-2.26755	-1.55071	-3.3661	0.0779507	0.758638	-0.545721	0.612726	0.6602020000000001	-2.0310900000000003	-0.957987	-1.2165700000000002	0.259873	0.235062	0.583407	-1.35306	0.6020949999999999	0.388844	-0.0685776	-0.613698	-0.44234300000000004	0.82501	1.2219	0.526724	-1.39793	1.05977	0.249004	-1.55483	-0.445751	-0.711461	0.468405	0.41795299999999996	0.351907
